DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity,
56201072,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT ADDED",56201092,"Grits, with cheese, fat added",0.539,
25221840,"TURKEY BREAKFAST SAUSAGE, BULK",25221830,Turkey or chicken sausage,0.539,
56201071,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT NOT ADDED",56201091,"Grits, with cheese, no added fat",0.539,
22605010,"BACON, FORMED, LEAN MEAT ADDED, COOKED",22600100,"Bacon, NS as to type of meat, cooked",0.538,
53121060,"CAKE, YELLOW, HOMEMADE, NS AS TO ICING",53121275,"Cake or cupcake, yellow, without icing or filling",0.537,
53121160,"CAKE, YELLOW, W/O ICING, HOMEMADE",53121275,"Cake or cupcake, yellow, without icing or filling",0.537,
53121260,"CAKE, YELLOW, W/ ICING, HOMEMADE",53121270,"Cake or cupcake, yellow, with icing or filling",0.537,
50010000,"FLOUR, WHITE (INCLUDE FLOUR, NFS)",51000000,Wheat flour,0.537,added code 51000000 for Wheat flour
57214100,FROSTED WHEAT BITES,57214000,Cereal (Kellogg's Frosted Mini-Wheats),0.537,
56201061,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,NS TYPE,FAT NOT ADDED",56201091,"Grits, with cheese, no added fat",0.536,
56201062,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,NS TYPE,FAT ADDED",56201092,"Grits, with cheese, fat added",0.536,
51320530,"ROLL, ""WHOLE"" WHEAT, HOME RECIPE/BAKERY",51300140,"Bread, whole wheat, made from home recipe or purchased at bakery",0.535,
92520910,"LEMONADE, LOW CALORIE",92550035,"Fruit juice drink, light",0.535,
35002000,"SCRAMBLED EGGS, BACON, HOME FRIED POT (FRZ MEAL)",32400202,"Egg white, omelet, scrambled, or fried, with bacon",0.535,"added code 32400202 for Egg white, omelet, scrambled, or fried, with bacon"
11521000,"Milk, malted, unfortified, chocolate, made with milk",11511000,"Chocolate milk, NFS",0.534,
21603000,"BEEF, PASTRAMI (BEEF, SMOKED, SPICED)",25221215,"Pastrami, NFS",0.532,
21500110,"GROUND BEEF,MEATBALLS, MEAT ONLY, NS AS TO REG/LEAN",20000200,"Ground meat, NFS",0.532,
91200020,"SUGAR REPLACEMENT, SACCHARIN-BASED, DRY PWD",91200040,"Sugar substitute, saccharin, powder",0.532,
75340120,"VEG COMBO (BROC, CAR, CORN, CAULIFL),CKD, FAT ADDED",75440305,"Vegetable combinations, including carrots, broccoli, corn, cauliflower; cooked, no sauce",0.532,
57307600,"Mini-Swirlz Cinnamon Bun Cereal, Kellogg's",57124900,Cereal (Kellogg's Cinnabon),0.531,
33201110,"SCRAMBLED EGG, CHOLESTEROL-FREE, W/ CHEESE",33401000,"Egg substitute, omelet, scrambled, or fried, with cheese",0.53,
11525000,"Milk, malted, fortified, natural flavor, made with milk",11526000,"Milk, malted",0.529,
57160000,Curves Fruit and Nut Crunch Cereal,57231200,"Cereal (Post Great Grains Raisins, Dates, and Pecans)",0.529,
58101400,"SOFT TACO W/ BEEF,CHEESE,& LETTUCE(INCL TACO BELL)",58101345,Soft taco with meat,0.529,
11527000,"MILK, MALTED, FORTIFIED, (INCL OVALTINE)",11526000,"Milk, malted",0.528,
54401150,"SALTY SNACKS,CORN/CORNMEAL BASE,TORTILLA,LOWFAT,BKD",54401121,"Tortilla chips, reduced fat, plain",0.528,
11830500,"MILK BEV POWDER W/ NFD MILK, LOW CAL, DRY, CHOC",11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",0.528,
56201700,"Cornstarch with milk, eaten as a cereal (2 tbsp cornstarch in 2-1/2 cups milk)",95342010,Cornstarch with milk,0.526,added code 95342010 for Cornstarch with milk
56201081,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,QUICK,FAT NOT ADDED",56201091,"Grits, with cheese, no added fat",0.525,
56201082,"GRITS,CKD,CORN/HOMINY,W/ CHEESE,QUICK,FAT ADDED",56201092,"Grits, with cheese, fat added",0.525,
11710953,"CARNATION FOLLOW-UP, W/ IRON, INFANT FORMULA, FR POWDER",11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0.525,
27510540,"DOUBLE HAMBURGER W/TOMATO & OR CATSUP, ON BUN",27510669,"Double hamburger, 2 small patties, with tomato, on bun",0.524,"added code 27510669 for Double hamburger, 2 small patties, with tomato, on bun"
51121040,"BREAD, GARLIC, TOASTED (INCLUDE TEXAS TOAST)",51121015,"Garlic bread, NFS",0.524,
54401050,"SALTY SNACKS, CORN OR CORNMEAL, CORN PUFFS, TWISTS",54401081,Cheese flavored corn snacks (Cheetos),0.523,
92544000,"FRUIT-FLAVOR DRINK, FROM UNSWEET PWDR,W/ VIT C,W/ SUGAR",92511015,Fruit flavored drink,0.522,
92565000,"Fruit-flavored sports drink or thirst quencher beverage, low calorie",95323000,"Sports drink, low calorie",0.522,
11720603,"CARNATION ALSOY, W/ IRON, INFANT FORMULA, FROM POWDER",11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0.521,
83202000,"FRENCH DRESSING, LOW CALORIE",83300400,"French or Catalina dressing, fat free",0.52,
11611000,"INSTANT BREAKFAST, FLUID, CANNED",95102000,"Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)",0.52,
51165060,"COFFEE CAKE, YEAST, HOMEMADE/PURCH AT A BAKERY",51165000,"Coffee cake, yeast type",0.52,
64105500,"CRANBERRY-WHITE GRAPE JUICE MIXTURE, UNSWEETENED",64100200,"Cranberry juice blend, 100% juice",0.519,
57319000,"100% NATURAL CEREAL, PLAIN, QUAKER",57304100,Cereal (Quaker Life),0.519,
57100400,"Character cereals, TV or movie, General Mills",57303100,Cereal (General Mills Kix),0.519,
41811910,"VEGGIE BURGER/PATTY, MEATLESS, NO BUN",41811890,"Vegetarian burger or patty, meatless, no bun",0.518,
28310210,Chili beef soup,27111400,"Chili con carne, NS as to beans",0.518,
27510445,"Bacon cheeseburger, 1/3 lb meat, with tomato and/or catsup, on bun",27510347,"Bacon cheeseburger, 1 large patty, with tomato, on bun, from fast food / restaurant",0.517,
71941120,"Sweetpotatoes, white, Puerto Rican, boiled",73421000,"Sweet potato, yellow, Puerto Rican, cooked",0.514,
57111000,Bran Chex,57411000,Cereal (General Mills Chex Wheat),0.514,
58104310,"Chalupa with beans, chicken, cheese, lettuce and tomato",58104340,"Gordita, sope, or chalupa with chicken",0.513,
91510100,"GELATIN POWDER, DIETETIC, DRY",91351010,"Syrup, dietetic",0.512,
11720601,"Good Start Essentials Soy, with iron, infant formula, ready-to-feed (formerly Carnation Alsoy; I-Soyalac)",11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy)",0.512,
58106915,"Pizza with seafood, regular crust",58106780,"Pizza with seafood, thick crust",0.512,
11112000,"MILK, COW'S, FLUID, NOT WHOLE, NS AS TO % FAT",11100000,"Milk, NFS",0.509,
57100500,"Character cereals, TV or movie, Kelloggs",57218000,Cereal (Kellogg's Frosted Krispies),0.509,
27510320,"CHEESEBURGER, 1/4 LB MEAT,W/ TOMATO/CATSUP, BUN",27510215,"Cheeseburger, from fast food, 1 medium patty, with catsup",0.509,
11836000,"Protein supplement, milk-based, Muscle Milk, powdered, not reconstituted",95202000,Nutritional powder mix (Muscle Milk),0.505,
11720703,"Next Step Prosobee, with iron, infant formula, prepared from powder (formerly Next Step Soy Toddler Formula)",11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",0.505,
27510680,"DOUBLE HAMBURGER (1/2 LB MEAT), W/ TOM/CATSUP, BUN",27510660,"Double hamburger, on wheat bun, 2 large patties, with catsup",0.503,"added code 27510660 for Double hamburger, on wheat bun, 2 large patties, with catsup"
58146130,Pasta with carbonara sauce,58140111,Pasta with carbonara sauce,0.503,added code 58140111 for Pasta with carbonara sauce
41430010,"PROTEIN SUPPLEMENT, POWDERED",95201300,Nutritional powder mix (EAS Soy Protein Powder),0.503,
26100250,"FISH STICK OR FILLET, NS AS TO TYPE, BATTERED, FRIED",26100143,"Fish, NS as to type, coated, fried, no added fat",0.502,
11830110,"COCOA POWDER W/ NFD MILK, LOW CAL SWEETENER, DRY",11513300,"Chocolate milk, made from dry mix with fat free milk",0.501,
58104810,TAQUITOES,58104820,Taquito or flauta with meat,0.498,
56201060,"GRITS,CKD,CORN/HOMINY,W/CHEESE,NS TYPE,NS FAT ADDED",56201091,"Grits, with cheese, no added fat",0.498,
92530910,LEMONADE W/ VITAMIN C ADDED,92510955,"Lemonade, fruit juice drink",0.497,
75440170,"VEGETABLE STICKS, BREADED(INCL CORN,CARROT,GR BEAN)",75440200,Vegetable tempura,0.496,
53544450,POWERBAR (FORTIFIED HIGH ENERGY BAR),53720300,Nutrition bar (PowerBar),0.495,
56202970,"Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking",56203066,"Oatmeal, regular or quick, made with milk, no added fat",0.495,
54402500,"Salty snacks, wheat- and corn-based chips",54420220,"Snack mix, plain (Chex Mix)",0.495,
28340520,"Chicken soup, canned, undiluted",58400000,"Soup, NFS",0.495,
58403020,"Chicken noodle soup, canned, undiluted",58400000,"Soup, NFS",0.494,
24198700,"CHICKEN PATTY/FILLET/TENDERS, BREADED, COOKED",24198677,"Chicken fillet, breaded",0.494,
11836100,"Protein supplement, milk-based, Muscle Milk Light, powdered, not reconstituted",95202010,"Nutritional powder mix, light (Muscle Milk)",0.493,
58112110,"DIM SUM, MEAT FILLED (INCL SHRIMP, PORK, HAM)",58121510,"Dumpling, meat-filled",0.493,
11552200,ORANGE JULIUS,13140700,Creamsicle,0.491,
27250510,FISH CAKE (KAMABOKO) TEMPURA,27250050,"Fish cake or patty, NS as to fish",0.491,
11522000,"Milk, malted, unfortified, natural flavor, made with milk",11526000,"Milk, malted",0.485,
33201010,"SCRAMBLED EGGS, FROM CHOLESTEROL-FREE FROZEN MIX",33000990,"Egg substitute, omelet, scrambled, or fried, NS as to fat added in cooking",0.485,
51151060,"ROLL, WHITE, SOFT, HOMEMADE/PURCH AT A BAKERY",51101050,"Bread, white, made from home recipe or purchased at a bakery",0.484,
57245000,"JUST RIGHT FRUIT & NUT CEREAL (W/ RAISINS, DATES, NUTS)",57231200,"Cereal (Post Great Grains Raisins, Dates, and Pecans)",0.484,
71301020,"WHITE POTATO, COOKED, W/ CHEESE (INCL AU GRATIN)",71501045,"Potato, mashed, from dry mix, made with milk, with cheese",0.48,
54420100,"ORIENTAL PARTY MIX, W/ PEANUTS, SESAME STICKS, ETC",54402205,"Snack mix, with peanuts",0.479,"added code 54402205 for Snack mix, with peanuts"
58161110,RICE CASSEROLE W/ CHEESE (INCLUDE RISOTTO),72202025,Casserole with rice,0.478,added code 72202025 for Casserole with rice
11830900,"PROTEIN SUPPLEMENT, MILK BASED, DRY POWDER",95201300,Nutritional powder mix (EAS Soy Protein Powder),0.478,
41440020,"ENSURE W/ FIBER, LIQUID",95103010,"Nutritional drink or shake, ready-to-drink (Ensure Plus)",0.477,
57301100,KABOOM CEREAL,57213000,Cereal (Kellogg's Froot Loops),0.477,
28345140,"CHICKEN SOUP, CREAM OF, CANNED, UNDILUTED",28340806,"Chicken soup, cream of, canned, undiluted",0.476,"added code 28340806 for Chicken soup, cream of, canned, undiluted"
33102010,"SCRAMBLED EGGS, FROM POWDERED MIXTURE",32130070,"Egg omelet or scrambled egg, no added fat",0.474,
33301010,"SCRAMBLED EGGS, FROM PACKAGED LIQUID MIXTURE",32130010,"Egg omelet or scrambled egg, made with oil",0.471,
56201010,"GRITS, CKD, CORN/HOMINY, REGULAR, NO FAT",75217520,"Hominy, cooked",0.467,
11830170,"COCOA, WHEY, LO CAL SWEETNER MIX, NOT RECONST",11825000,"Whey, sweet, dry",0.467,
58407040,"INSTANT SOUP, RICE (INCLUDE MEAT/CHICKEN FLAVOR)",58400100,"Noodle soup, NFS",0.467,
83112960,PEPPERCORN DRESSING,83112500,Creamy dressing,0.466,
92560000,FRUIT-FLAVORED THIRST QUENCHER BEVERAGE,95320200,Sports drink (Gatorade G),0.466,
12220000,"WHIPPED TOPPING, NONDAIRY, NS AS TO CND/FRZ/POWDER",12220200,Whipped topping,0.466,
92531020,"ORANGE BREAKFAST DRINK, FROM FROZEN CONCENTRATE",61210620,"Orange juice, 100%, frozen, reconstituted",0.465,
51000250,"ROLL, HOMEMADE/PURCH AT A BAKERY, NS AS TO FLOUR",51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",0.458,
11516000,"COCOA, WHEY, LO CAL SWEETNER MIX, LOWFAT MILK ADDED",11825000,"Whey, sweet, dry",0.458,
57403100,"TOASTIES, POST",57134000,"Cereal, corn flakes",0.457,
54401010,"SALTY SNACKS, CORN / CORNMEAL BASE, NUT /NUG, TSTD",54401021,"Corn chips, plain",0.457,
58302060,"SPAG W/ BEEF, TOM-BASED SAUCE, LOWFAT, RED SODIUM, FRZ, DIET",58304060,"Spaghetti with meat sauce, diet frozen meal",0.456,
54203010,"CRACKERS, TOAST THINS (RYE/WHEAT/WHITE), LOW SODIUM",54204020,"Crackers, wheat, reduced sodium",0.455,
75652020,"Vegetable beef soup, canned, undiluted",75652035,"Vegetable beef soup, canned, undiluted",0.454,"added code 75652035 for Vegetable beef soup, canned, undiluted"
75340140,"VEG COMBO(GR BEAN,BROC,ONION,MUSHROOM(COOKED,NO FAT",75440115,"Vegetable combination, green bean, broccoli, onion, and mushroom",0.454,"added code 75440115 for Vegetable combination, green bean, broccoli, onion, and mushroom"
92553000,"FRUIT-FLAVORED THIRST QUENCHER BEVERAGE, LOW CAL",95322200,"Sports drink, low calorie (Gatorade G2)",0.454,
57126500,"Cocoa Blasts, Quaker",57124200,"Cereal, chocolate flavored, frosted, puffed corn",0.453,
26100240,"FISH STICK/FILLET, NS TYPE, FLOURED/BREADED, FRIED",26100144,"Fish, NS as to type, coated, fried, made with cooking spray",0.452,
28141300,"CHICKEN W/RICE & VEG, REDUCED FAT&SODIUM(DIET FROZ)",28141250,"Chicken with rice and vegetable, diet frozen meal",0.451,
26107150,"CATFISH, BATTERED, FRIED (INCLUDE BULLHEAD)",26107141,"Catfish, coated, fried, made with butter",0.449,
53430250,Crepe suzette,55400010,"Crepe, NFS",0.449,
14100100,"CHEESE, NATURAL, NFS",14010000,"Cheese, NFS",0.447,
57232100,HEALTHY CHOICE ALMOND CRUNCH CEREAL W/ RAISINS,57330010,Cereal (Kellogg's Raisin Bran Crunch),0.447,
11560020,"MILK DRINK, WHEY&MILK-BASE, NOT CHOC (INCL YOO-HOO)",11526000,"Milk, malted",0.445,
58146110,PASTA W/ MEAT SAUCE (INCLUDE AMER CHOP SUEY),58146210,"Pasta with sauce, NFS",0.444,
53118350,"CAKE, SWEETPOTATO, W/ ICING (INCL WITH GLAZE)",55701010,Cake made with sweet potato,0.443,added code 55701010 for Cake made with sweet potato
28110500,"BEEF,SLICED,W/GRAVY,BARLEY&WILD RICE,VEG (FRZ MEAL)",28113140,"Beef with spaetzle or rice, vegetable, frozen meal",0.438,
11830810,"INSTANT BFAST,PWDR,SWT W/ LO CAL SWT,NOT RECONSTUT",95201010,"Nutritional powder mix, sugar free (Carnation Instant Breakfast)",0.437,
25230790,"TURKEY HAM, SLICED, XTRA LEAN, PKG'D, DELI",24201000,"Turkey, NFS",0.436,
57103050,Amaranth Flakes,57207000,"Cereal, bran flakes",0.433,
93401300,"WINE, COOKING (ASSUME COOKED)",93401010,"Wine, table, red",0.431,
95341000,FUZE Slenderize fortified low calorie fruit juice beverage,92511250,"Fruit juice beverage, 40-50% juice, citrus",0.43,
25220010,"COLD CUT, NFS",27560910,"Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread",0.429,
71703000,"Stewed potatoes, Mexican style (Papas guisadas)",71106000,"Stewed potatoes, Puerto Rican style",0.428,
57148600,"HARMONY CEREAL, GEN MILLS",57237300,Cereal (Post Honey Bunches of Oats with Almonds),0.423,
11514500,"COCOA W/ WHEY, LO CAL SWEETNR, FORTIFD, WATER ADDED",11514100,"Hot chocolate / Cocoa, made with dry mix and water",0.42,
58109000,"ITALIAN PIE, MEATLESS (INCL PRIAZZO FLORENTINE)",58108000,"Calzone, with cheese, meatless",0.418,
57128880,"COMMON SENSE OAT BRAN CEREAL, PLAIN",57143000,Cereal (Kellogg's Cracklin' Oat Bran),0.418,
32105130,"EGG OMELET/SCR EGG,W/ONIONS, PEP, TOM & MUSHROOMS",32130510,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",0.416,
41436000,"Nutritional supplement for people with diabetes, liquid",91351010,"Syrup, dietetic",0.412,
11541100,"Milk shake, homemade or fountain-type, NS as to flavor",11541120,"Milk shake, home recipe, flavors other than chocolate",0.411,
27510690,"DOUBLE HAMBURGER,1/2 LB MEAT,W/MAYO&TOM/CATSUP,BUN",27510660,"Double hamburger, on wheat bun, 2 large patties, with catsup",0.41,
71101150,"White potato skins, with adhering flesh, baked",71411100,"Potato skins, NFS",0.403,
57308300,MULTI BRAN CHEX,57411000,Cereal (General Mills Chex Wheat),0.398,
28345040,"CHICKEN/TURKEY SOUP, CM OF, CAN, RED SOD, UNDILUTED",28345030,"Chicken or turkey soup, cream of, canned, reduced sodium, made with water",0.394,
57319500,"Sun Country 100% Natural Granola, with Almonds",57227000,"Cereal, granola",0.393,
57316750,"Oh's, Fruitangy, Quaker",57302100,Cereal (Quaker King Vitaman),0.388,
41601120,"BEAN SOUP W/ VEG, RICE, & PORK (INCL CAMPBELL'S CHU",28320160,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.386,
92306020,"TEA, HERB, PRESWEET W/ SUG",92306000,"Tea, hot, herbal",0.382,
81302020,BEARNAISE SAUCE,81302010,Hollandaise sauce,0.374,
92106000,"Coffee, acid neutralized, from powdered instant",92100500,"Coffee, NS as to brewed or instant",0.369,
75340100,"VEG COMBO (BROC, CAR, CORN, CAULI),CKD,NS AS TO FAT",75440305,"Vegetable combinations, including carrots, broccoli, corn, cauliflower; cooked, no sauce",0.36,
54401210,"SALTY SNACKS, CORN BASED/CHEESE PUFFS & TWISTS, LOWFAT",54401095,"Tortilla chips, popped",0.358,
25220510,Capicola,25230110,"Luncheon meat, NFS",0.356,
71703040,"STEWED POT W/TOM,MEXICAN(PAPAS GUISADAS CON TOMATE)",71106000,"Stewed potatoes, Puerto Rican style",0.355,
11831500,"NUTRIENT SUPPLEMENT,MILK-BASE,HIGH PROT,NOT RECONST",95220010,"Nutritional powder mix, high protein, NFS",0.351,
26100230,"FISH STICK/FILLET, NS TYPE, BREADED/BATTERED, BAKED",26100143,"Fish, NS as to type, coated, fried, no added fat",0.344,
41610100,"White bean soup, Puerto Rican style (Sopon de habichuelas blancas)",41601120,"White bean soup, home recipe, canned or ready-to-serve",0.343,"added code 41601120 for White bean soup, home recipe, canned or ready-to-serve"
71501055,"WHIT POT, FR, MASH, W/ SR CM/CM CH & FAT",71501011,"Potato, mashed, from fresh, made with milk, with cheese",0.332,
53105600,"CAKE,CHOC/DVL FD, PUDD MIX, LITE RECIPE, W/ ICING",53105500,"Cake, chocolate, with icing, diet",0.321,
53120400,"Cake, white, eggless, lowfat",53101100,"Cake, angel food, without icing or filling",0.319,
93301180,MIXED DRINKS (FOR RECIPE MODIFICATIONS),93301000,"Cocktail, NFS",0.305,
57321700,"Optimum, Nature's Path",57321900,Cereal (Nature's Path Organic Flax Plus),0.297,
81324000,Lecithin,31110010,"Egg, yolk only, raw",0.296,
28143220,"CHICKEN IN BBQ SCE,W/RICE,VEG&DES,RED FAT&SODIUM,FRZ,DIET",28141250,"Chicken with rice and vegetable, diet frozen meal",0.257,
43105200,"PSYLLIUM SEED, HUSKS",57601100,"Wheat bran, unprocessed",0.226,
83210250,"CRMY DRSG W/SOUR CRM&/BUTTRMILK&OIL,RED CAL,NOCHOC",83210100,"Creamy dressing, light",0.192,
75200600,"ALGAE, DRIED (INCLUDE SPIRULINA)",75232000,"Seaweed, dried",0.185,
83210200,"CRMY DRSG W/SOUR CRM&/BTTRMILK,RED CAL,NOFAT/CHOL",83300300,"Creamy dressing, fat free",0.166,
